4859549306355916|08|2027|293
4859548196015596|08|2027|789
4859542302686890|08|2027|832
4859549464264878|08|2027|346
4859547941041373|08|2027|359
4859548807562229|08|2027|191
4859543637879993|08|2027|145
4859542238693765|08|2027|471
4859547776075606|08|2027|298
4859543016265140|08|2027|465
4859548934296277|08|2027|663
4859544126908062|08|2027|357
4859547595516019|08|2027|618
4859547098794543|08|2027|650
4859546559655847|08|2027|322
4859541243255411|08|2027|701
4859544827017454|08|2027|807
4859549947131604|08|2027|405
4859543997146426|08|2027|125
4859541324162300|08|2027|474
4859547020742797|08|2027|300
4859547089930560|08|2027|698
4859543408620925|08|2027|195
4859545771033747|08|2027|969
4859542867971249|08|2027|683
4859548184418278|08|2027|355
4859542732016537|08|2027|145
4859541498797670|08|2027|782
4859541950000462|08|2027|390
4859545642927706|08|2027|186
4859541226289611|08|2027|735
4859547202170741|08|2027|168
4859549781333118|08|2027|429
4859543579907368|08|2027|422
4859545897243052|08|2027|264
4859545289332576|08|2027|431
4859546339835845|08|2027|371
4859543903245116|08|2027|329
4859544266505980|08|2027|435
4859546512722271|08|2027|609
4859548046338836|08|2027|600
4859541570384265|08|2027|670
4859543759341359|08|2027|564
4859545329824635|08|2027|228
4859547047253479|08|2027|960
4859545274131045|08|2027|202
4859541362839472|08|2027|217
4859541235375835|08|2027|986
4859544780312509|08|2027|968
4859542055310619|08|2027|582
4859541723724559|08|2027|132
4859546367277729|08|2027|754
4859543592083311|08|2027|392
4859547108094117|08|2027|491
4859547624374831|08|2027|234
4859543313816410|08|2027|218
4859546926262268|08|2027|304
4859544842808089|08|2027|991
4859548889503073|08|2027|759
4859548430816468|08|2027|224
4859549749358628|08|2027|814
4859542426290886|08|2027|138
4859547506168523|08|2027|861
4859546318730040|08|2027|702
4859541969385020|08|2027|211
4859543044194243|08|2027|481
4859549920549104|08|2027|884
4859546540595322|08|2027|796
4859541156710588|08|2027|736
4859541635154887|08|2027|599
4859548013899857|08|2027|793
4859549058664441|08|2027|931
4859543125565606|08|2027|263
4859547590915209|08|2027|546
4859548414674622|08|2027|951
4859543761610358|08|2027|398
4859548342637556|08|2027|757
4859544290157661|08|2027|623
4859544915640285|08|2027|289
4859545614466529|08|2027|648
4859548045790100|08|2027|860
4859546692989685|08|2027|877
4859541861173038|08|2027|931
4859548687880799|08|2027|536
4859541231713248|08|2027|987
4859549629107216|08|2027|948
4859543118900699|08|2027|969
4859546014369942|08|2027|861
4859547771370223|08|2027|848
4859541683247045|08|2027|612
4859549894742079|08|2027|439
4859542153599826|08|2027|795
4859547263682530|08|2027|890
4859546414940296|08|2027|427
4859549030504377|08|2027|984
4859541752233121|08|2027|482
4859541844014592|08|2027|120
4859549388121704|08|2027|873
4859545453040870|08|2027|808
4859547366434941|08|2027|679
4859549172156348|08|2027|318
4859545407902936|08|2027|368
4859545842191247|08|2027|122
4859548092274917|08|2027|200
4859549730792895|08|2027|705
4859547502636268|08|2027|566
4859547411695658|08|2027|903
4859549778143876|08|2027|696
4859546343357559|08|2027|622
4859541940354288|08|2027|130
4859548825351191|08|2027|175
4859544998072940|08|2027|758
4859544192324570|08|2027|224
4859549930872622|08|2027|517
4859542050645217|08|2027|162
4859547142346917|08|2027|769
4859546666773884|08|2027|960
4859544504240845|08|2027|652
4859549685901595|08|2027|596
4859549412497910|08|2027|979
4859545578269959|08|2027|948
4859549785426493|08|2027|813
4859546168337685|08|2027|699
4859548142750777|08|2027|444
4859546763685232|08|2027|548
4859543080270022|08|2027|354
4859545724584417|08|2027|126
4859548064255026|08|2027|529
4859542076851343|08|2027|756
4859549980686607|08|2027|575
4859549868709256|08|2027|617
4859547749531314|08|2027|752
4859547015745796|08|2027|735
4859549208872444|08|2027|326
4859547649939141|08|2027|341
4859542644400668|08|2027|560
4859549722318093|08|2027|366
4859541262731002|08|2027|382
4859542585494932|08|2027|547
4859545669076067|08|2027|967
4859543362840051|08|2027|734
4859546744815801|08|2027|639
4859547719707588|08|2027|666
4859545174413867|08|2027|530
4859549414328466|08|2027|566
4859547358077980|08|2027|283
4859544724857314|08|2027|842
4859544683160144|08|2027|788
4859547882832108|08|2027|939
4859548197024489|08|2027|884
4859545709300631|08|2027|650
4859544679388671|08|2027|182
4859543644862931|08|2027|625
4859546884349420|08|2027|693
4859546918914180|08|2027|400
4859549980040975|08|2027|936
4859541870561723|08|2027|393
4859547913384235|08|2027|884
4859541146076307|08|2027|250
4859542131288189|08|2027|260
4859542459756372|08|2027|651
4859545051250385|08|2027|605
4859547257970363|08|2027|155
4859543062073901|08|2027|376
4859541342789415|08|2027|371
4859544267214655|08|2027|968
4859542240270630|08|2027|717
4859546385917219|08|2027|264
4859542449197875|08|2027|320
4859545833279498|08|2027|194
4859549497358342|08|2027|163
4859547027253100|08|2027|411
4859547018137924|08|2027|262
4859548791772450|08|2027|234
4859544411400803|08|2027|183
4859543545968520|08|2027|577
4859548937855877|08|2027|516
4859545099478761|08|2027|985
4859547672994094|08|2027|371
4859549782775206|08|2027|709
4859542738480810|08|2027|742
4859541804771026|08|2027|640
4859548992788126|08|2027|754
4859543984228899|08|2027|983
4859543384415169|08|2027|675
4859541230087879|08|2027|260
4859543874476250|08|2027|628
4859541540732784|08|2027|490
4859545862379761|08|2027|114
4859548164379331|08|2027|765
4859547364016468|08|2027|904
4859546177965356|08|2027|545
4859546824960196|08|2027|774
4859545341680741|08|2027|173
4859542275785183|08|2027|455
4859544631177588|08|2027|360
4859542569896438|08|2027|582
4859549092802238|08|2027|267
4859543665200539|08|2027|283
4859543306171336|08|2027|682
4859547299529143|08|2027|861
4859544539392201|08|2027|981
4859546183479327|08|2027|199
4859549398568188|08|2027|740
4859549375358840|08|2027|473
4859543620773446|08|2027|663
4859548977570898|08|2027|318
4859542158205904|08|2027|451
4859542142278449|08|2027|364
4859547016622533|08|2027|174
4859541889985454|08|2027|369
4859542458966999|08|2027|924
4859545649698272|08|2027|729
4859542584205601|08|2027|322
4859542331867012|08|2027|970
4859545270191398|08|2027|699
4859545310459438|08|2027|303
4859541623893993|08|2027|445
4859544159133512|08|2027|541
4859543642233542|08|2027|841
4859542901962370|08|2027|929
4859549986444388|08|2027|559
4859544385506910|08|2027|504
